"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_1.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_1.py","9","21","9","27"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_3.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_3.py","9","21","9","27"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_4.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_4.py","8","17","8","23"
"Code injection","Interpreting unsanitized user input as code allows a malicious user to perform arbitrary code execution.","error","This code execution depends on a [[""user-provided value""|""relative:///syntactic_permutations_82/code_row_5.py:1:26:1:32""]].","/syntactic_permutations_82/code_row_5.py","12","21","12","27"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_111/code_row_1.py:11:25:11:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_111/code_row_1.py","13","12","13","17"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_84/code_row_1.py:13:30:13:32""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_84/code_row_1.py","14","24","14","64"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_113/code_row_1.py:16:25:16:25""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_113/code_row_1.py","17","24","17","61"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_112/code_row_1.py:15:45:15:45""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_112/code_row_1.py","16","16","16","48"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_86/code_row_1.py:39:37:39:39""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_86/code_row_1.py","40","24","40","42"
"Information exposure through an exception","Leaking information about an exception, such as messages and stack traces, to an external user can expose implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Stack trace information""|""relative:///syntactic_permutations_112/code_row_2.py:11:45:11:45""]] flows to this location and may be exposed to an external user.","/syntactic_permutations_112/code_row_2.py","13","12","13","17"
