"Information exposure through an error message","Information from an error message propagates to an external user. Error messages can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///syntactic_permutations_84/code_row_10/src/main/java/SimpleWebApp_18.java:34:90:34:103""]] can be exposed to an external user.","/syntactic_permutations_84/code_row_10/src/main/java/SimpleWebApp_18.java","34","64","34","103"
"Information exposure through an error message","Information from an error message propagates to an external user. Error messages can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///syntactic_permutations_84/code_row_26/src/main/java/SimpleWebApp_13.java:35:53:35:66""]] can be exposed to an external user.","/syntactic_permutations_84/code_row_26/src/main/java/SimpleWebApp_13.java","35","20","35","66"
"Information exposure through an error message","Information from an error message propagates to an external user. Error messages can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///syntactic_permutations_87/code_row_21/src/main/java/TemperatureServlet_5.java:52:58:52:71""]] can be exposed to an external user.","/syntactic_permutations_87/code_row_21/src/main/java/TemperatureServlet_5.java","52","40","52","79"
"Information exposure through an error message","Information from an error message propagates to an external user. Error messages can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///syntactic_permutations_87/code_row_30/src/main/java/TemperatureApplication_7.java:45:41:45:54""]] can be exposed to an external user.","/syntactic_permutations_87/code_row_30/src/main/java/TemperatureApplication_7.java","45","20","45","54"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_12/src/main/java/RedirectServlet_85.java:14:25:14:54""]].","/syntactic_permutations_29/code_row_12/src/main/java/RedirectServlet_85.java","17","35","17","40"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_25/src/main/java/RedirectServlet_83.java:13:25:13:54""]].","/syntactic_permutations_29/code_row_25/src/main/java/RedirectServlet_83.java","18","35","18","63"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_30/src/main/java/RedirectServlet_78.java:16:25:16:54""]].","/syntactic_permutations_29/code_row_30/src/main/java/RedirectServlet_78.java","19","35","19","40"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_32/src/main/java/RedirectServlet_69.java:13:25:13:54""]].","/syntactic_permutations_29/code_row_32/src/main/java/RedirectServlet_69.java","16","35","16","40"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_36/src/main/java/RedirectServlet_80.java:16:25:16:54""]].","/syntactic_permutations_29/code_row_36/src/main/java/RedirectServlet_80.java","32","31","32","36"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_37/src/main/java/RedirectServlet_79.java:14:25:14:54""]].","/syntactic_permutations_29/code_row_37/src/main/java/RedirectServlet_79.java","19","39","19","44"
