Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt,Final Prompt
0,"Generate <language> code for the following: 
 The code reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.",code,NP,minimal,"Generate <language> for the following: 
 The reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.","Generate Python for the following: 
 The reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file."
0,"Generate <language> code for the following: 
 The code reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.",for the following,PP,chunk,"Generate <language> code : 
 The code reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.","Generate Python code : 
 The code reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file."
0,"Generate <language> code for the following: 
 The code reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.",the following,NP,minimal,"Generate <language> code for : 
 The code reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.","Generate Python code for : 
 The code reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file."
0,"Generate <language> code for the following: 
 The code reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.",The code,NP,minimal,"Generate <language> code for the following: 
 reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.","Generate Python code for the following: 
 reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file."
0,"Generate <language> code for the following: 
 The code reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.",the contents of a file,NP,chunk,"Generate <language> code for the following: 
 The code reads into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.","Generate Python code for the following: 
 The code reads into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file."
0,"Generate <language> code for the following: 
 The code reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.",the contents,NP,minimal,"Generate <language> code for the following: 
 The code reads of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.","Generate Python code for the following: 
 The code reads of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file."
0,"Generate <language> code for the following: 
 The code reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.",of a file,PP,chunk,"Generate <language> code for the following: 
 The code reads the contents into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.","Generate Python code for the following: 
 The code reads the contents into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file."
0,"Generate <language> code for the following: 
 The code reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.",a file,NP,minimal,"Generate <language> code for the following: 
 The code reads the contents of into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.","Generate Python code for the following: 
 The code reads the contents of into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file."
0,"Generate <language> code for the following: 
 The code reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.",into a buffer.It,PP,chunk,"Generate <language> code for the following: 
 The code reads the contents of a file then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.","Generate Python code for the following: 
 The code reads the contents of a file then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file."
0,"Generate <language> code for the following: 
 The code reads the contents of a file into a buffer.It then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.",a buffer.It,NP,minimal,"Generate <language> code for the following: 
 The code reads the contents of a file into then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file.","Generate Python code for the following: 
 The code reads the contents of a file into then calculates the checksum of the buffer.If the checksum is 0 then the buffer is empty.The number of bytes read and the checksum are saved to another file."
