Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,code,NP,minimal,Generate <language> for the following: The is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,for the following,PP,chunk,Generate <language> code : The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,the following,NP,minimal,Generate <language> code for : The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,The code,NP,minimal,Generate <language> code for the following:  is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,a function,NP,minimal,Generate <language> code for the following: The code is that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence,SBAR,clause,Generate <language> code for the following: The code is a function .
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,that,WHNP,minimal,Generate <language> code for the following: The code is a function takes in an index value and returns the value at index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,takes in an index value,VP,chunk,Generate <language> code for the following: The code is a function that and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,in,PRT,minimal,Generate <language> code for the followg: The code is a function that takes an dex value and returns the value at that dex the array id_sequence.The function first prompts the user for an dex value.Then the function returns the value at the dex id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,an index value,NP,minimal,Generate <language> code for the following: The code is a function that takes in and returns the value at that index in the array id_sequence.The function first prompts the user for .Then the function returns the value at the index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,the value,NP,minimal,Generate <language> code for the following: The code is a function that takes in an index value and returns at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns at the index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,at that index,PP,chunk,Generate <language> code for the following: The code is a function that takes in an index value and returns the value in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,that index,NP,minimal,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,in the array id_sequence.The function,PP,chunk,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index first prompts the user for an index value.Then the function returns the value at the index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,the array id_sequence.The function,NP,minimal,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index in first prompts the user for an index value.Then the function returns the value at the index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,first,ADVP,minimal,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function prompts the user for an index value.Then the function returns the value at the index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,the user,NP,minimal,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts for an index value.Then the function returns the value at the index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.Then the function returns the value at the index in id_sequence.,an index value.Then,NP,minimal,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for the function returns the value at the index in id_sequence.
