Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt
0,"Generate <language> code for the following: 
 The code takes a username as a command line argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command.",code,NP,minimal,"Generate <language> for the following: 
 The takes a username as a command line argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The prints the exit status of the command."
0,"Generate <language> code for the following: 
 The code takes a username as a command line argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command.",for the following,PP,chunk,"Generate <language> code : 
 The code takes a username as a command line argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command."
0,"Generate <language> code for the following: 
 The code takes a username as a command line argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command.",the following,NP,minimal,"Generate <language> code for : 
 The code takes a username as a command line argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command."
0,"Generate <language> code for the following: 
 The code takes a username as a command line argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command.",The code,NP,minimal,"Generate <language> code for the following: 
 takes a username as a command line argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero. prints the exit status of the command."
0,"Generate <language> code for the following: 
 The code takes a username as a command line argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command.",a username,NP,minimal,"Generate <language> code for the following: 
 The code takes as a command line argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command."
0,"Generate <language> code for the following: 
 The code takes a username as a command line argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command.",as a command line argument.It,PP,chunk,"Generate <language> code for the following: 
 The code takes a username then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command."
0,"Generate <language> code for the following: 
 The code takes a username as a command line argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command.",a command line argument.It,NP,chunk,"Generate <language> code for the following: 
 The code takes a username as then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command."
0,"Generate <language> code for the following: 
 The code takes a username as a command line argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command.",a command line,NP,minimal,"Generate <language> code for the following: 
 The code takes a username as argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command."
0,"Generate <language> code for the following: 
 The code takes a username as a command line argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command.",argument.It,WHNP,minimal,"Generate <language> code for the following: 
 The code takes a username as a command line then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command."
0,"Generate <language> code for the following: 
 The code takes a username as a command line argument.It then uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command.",then,ADVP,minimal,"Generate <language> code for the following: 
 The code takes a username as a command line argument.It uses the function to run the command id <username>.The id command prints information about the user.The function returns the exit status of the command.If the command is successful the exit status is 0.If the command fails the exit status is non-zero.The code prints the exit status of the command."
