Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt,Final Prompt
0,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password.",code for the following,NP,chunk,"Generate <language> : 
 The code is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database.","Generate Python : 
 The code is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database."
0,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password.",code,NP,minimal,"Generate <language> for the following: 
 The is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database.","Generate Python for the following: 
 The is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database."
0,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password.",for the following,PP,chunk,"Generate <language> code : 
 The code is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database.","Generate Python code : 
 The code is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database."
0,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password.",the following,NP,minimal,"Generate <language> code for : 
 The code is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database.","Generate Python code for : 
 The code is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database."
0,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password.",The code,NP,minimal,"Generate <language> code for the following: 
 is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database.","Generate Python code for the following: 
 is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database."
0,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password.",a simple registration form,NP,minimal,"Generate <language> code for the following: 
 The code is that takes in a username and password. The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database.","Generate Python code for the following: 
 The code is that takes in a username and password. The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database."
0,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password.",that takes in a username and password,SBAR,chunk,"Generate <language> code for the following: 
 The code is a simple registration form . The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database.","Generate Python code for the following: 
 The code is a simple registration form . The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database."
0,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password.",that,WHNP,minimal,"Generate <language> code for the following: 
 The code is a simple registration form takes in a username and password. The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database.","Generate Python code for the following: 
 The code is a simple registration form takes in a username and password. The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database."
0,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password.",takes in a username and password,VP,chunk,"Generate <language> code for the following: 
 The code is a simple registration form that . The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database.","Generate Python code for the following: 
 The code is a simple registration form that . The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database."
0,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password.",in,PRT,minimal,"Generate <language> code for the followg: 
 The code is a simple registration form that takes a username and password. The password is then hashed usg an algorithm. The salt is generated usg a function. The salt is then concatenated with the hashed password and stored the database.","Generate Python code for the followg: 
 The code is a simple registration form that takes a username and password. The password is then hashed usg an algorithm. The salt is generated usg a function. The salt is then concatenated with the hashed password and stored the database."
0,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password.",a username and password,NP,minimal,"Generate <language> code for the following: 
 The code is a simple registration form that takes in . The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database.","Generate Python code for the following: 
 The code is a simple registration form that takes in . The password is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database."
1,The password is then hashed using an algorithm.,The password,NP,minimal,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password. is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database.","Generate Python code for the following: 
 The code is a simple registration form that takes in a username and password. is then hashed using an algorithm. The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database."
1,The password is then hashed using an algorithm.,is then hashed using an algorithm,VP,chunk,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password. The password . The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database.","Generate Python code for the following: 
 The code is a simple registration form that takes in a username and password. The password . The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database."
1,The password is then hashed using an algorithm.,then,ADVP,minimal,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password. The password is hashed using an algorithm. The salt is generated using a function. The salt is concatenated with the hashed password and stored in the database.","Generate Python code for the following: 
 The code is a simple registration form that takes in a username and password. The password is hashed using an algorithm. The salt is generated using a function. The salt is concatenated with the hashed password and stored in the database."
1,The password is then hashed using an algorithm.,hashed using an algorithm,VP,minimal,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password. The password is then . The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database.","Generate Python code for the following: 
 The code is a simple registration form that takes in a username and password. The password is then . The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database."
1,The password is then hashed using an algorithm.,using an algorithm,VP,chunk,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password. The password is then hashed . The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database.","Generate Python code for the following: 
 The code is a simple registration form that takes in a username and password. The password is then hashed . The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database."
1,The password is then hashed using an algorithm.,an algorithm,NP,minimal,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password. The password is then hashed using . The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database.","Generate Python code for the following: 
 The code is a simple registration form that takes in a username and password. The password is then hashed using . The salt is generated using a function. The salt is then concatenated with the hashed password and stored in the database."
2,The salt is generated using a function.,The salt,NP,minimal,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. is generated using a function. is then concatenated with the hashed password and stored in the database.","Generate Python code for the following: 
 The code is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. is generated using a function. is then concatenated with the hashed password and stored in the database."
2,The salt is generated using a function.,is generated using a function,VP,chunk,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. The salt . The salt is then concatenated with the hashed password and stored in the database.","Generate Python code for the following: 
 The code is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. The salt . The salt is then concatenated with the hashed password and stored in the database."
2,The salt is generated using a function.,generated using a function,VP,minimal,"Generate <language> code for the following: 
 The code is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. The salt is . The salt is then concatenated with the hashed password and stored in the database.","Generate Python code for the following: 
 The code is a simple registration form that takes in a username and password. The password is then hashed using an algorithm. The salt is . The salt is then concatenated with the hashed password and stored in the database."
