Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,code,NP,minimal,Generate <language> for the following: Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,for the following,PP,chunk,Generate <language> code : Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,the following,NP,minimal,Generate <language> code for : Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,three random integers larger than 1000.Print,NP,chunk,Generate <language> code for the following: Generate the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,three random integers,NP,minimal,Generate <language> code for the following: Generate larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,larger than 1000.Print,ADJP,chunk,Generate <language> code for the following: Generate three random integers the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,larger,ADJP,minimal,Generate <language> code for the following: Generate three random integers than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,than 1000.Print,PP,chunk,Generate <language> code for the following: Generate three random integers larger the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,1000.Print,NP,minimal,Generate <language> code for the following: Generate three random integers larger than the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,the three,NP,minimal,Generate <language> code for the following: Generate three random integers larger than 1000.Print integers.Add integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,the three integers and print,NP,chunk,Generate <language> code for the following: Generate three random integers larger than 1000.Print the three integers.Add the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,the three integers,NP,minimal,Generate <language> code for the following: Generate three random integers larger than 1000.Print .Add and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,the result.The output of the program should look like this,SBAR,minimal,Generate <language> code for the following: Generate three random integers larger than 1000.Print the three integers.Add the three integers and print : a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,the result.The output of the program,NP,chunk,Generate <language> code for the following: Generate three random integers larger than 1000.Print the three integers.Add the three integers and print should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,the result.The output,NP,minimal,Generate <language> code for the following: Generate three random integers larger than 1000.Print the three integers.Add the three integers and print of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,of the program,PP,chunk,Generate <language> code for the following: Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,the program,NP,minimal,Generate <language> code for the following: Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,should look like this,VP,chunk,Generate <language> code for the following: Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program : a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,look like this,VP,chunk,Generate <language> code for the following: Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should : a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,like this,PP,chunk,Generate <language> code for the following: Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look : a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,this,NP,minimal,Generate <language> code for the following: Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like : a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
0,Generate <language> code for the following:  Generate three random integers larger than 1000.Print the three integers.Add the three integers and print the result.The output of the program should look like this: a : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124,a,NP,minimal,Generte <lnguge> code for the following: Generte three rndom integers lrger thn 1000.Print the three integers.Add the three integers nd print the result.The output of the progrm should look like this: : 1234 b : 5678 c : 9012 sum: 16124 sum2: 16124
