Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt
0,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block.",code for the following,NP,chunk,"Generate <language> : 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block."
0,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block.",code,NP,minimal,"Generate <language> for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block."
0,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block.",for the following,PP,chunk,"Generate <language> code : 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block."
0,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block.",the following,NP,minimal,"Generate <language> code for : 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block."
0,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block.",Memory allocation method,NP,minimal,"Generate <language> code for the following: 
 allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block."
0,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block.",a block,NP,minimal,"Generate <language> code for the following: 
 Memory allocation method allocates of memory of size sizeof(person) and returns a pointer to the beginning of that block."
0,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block.",memory,NP,minimal,"Generate <language> code for the following: 
 Memory allocation method allocates a block of of size sizeof(person) and returns a pointer to the beginning of that block."
0,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block.",a pointer,NP,minimal,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns to the beginning of that block."
0,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block.",to the beginning of that block,PP,chunk,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer ."
0,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block.",the beginning of that block,NP,chunk,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to ."
0,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block.",the beginning,NP,minimal,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to of that block."
0,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block.",of that block,PP,chunk,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning ."
0,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of that block.",that block,NP,minimal,"Generate <language> code for the following: 
 Memory allocation method allocates a block of memory of size sizeof(person) and returns a pointer to the beginning of ."
