Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",code for the following,NP,chunk,"Generate <language> : 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",code,NP,minimal,"Generate <language> for the following: 
 The allocates two chunks of memory.The then copies the contents of the first chunk into the second chunk.The then prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",for the following,PP,chunk,"Generate <language> code : 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",the following,NP,minimal,"Generate <language> code for : 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",The code,NP,minimal,"Generate <language> code for the following: 
 allocates two chunks of memory. then copies the contents of the first chunk into the second chunk. then prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",allocates two chunks of memory.The code,VP,chunk,"Generate <language> code for the following: 
 The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",two chunks of memory.The code,NP,chunk,"Generate <language> code for the following: 
 The code allocates then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",two chunks,NP,minimal,"Generate <language> code for the following: 
 The code allocates of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",of memory.The code,PP,chunk,"Generate <language> code for the following: 
 The code allocates two chunks then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",memory.The code,NP,minimal,"Generate <language> code for the following: 
 The code allocates two chunks of then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",then,ADVP,minimal,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code copies the contents of the first chunk into the second chunk.The code prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",the contents of the first chunk,NP,chunk,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies into the second chunk.The code then prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",the contents,NP,minimal,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies of the first chunk into the second chunk.The code then prints of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",of the first chunk,PP,chunk,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents into the second chunk.The code then prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",the first chunk,NP,minimal,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of into the second chunk.The code then prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",into the second chunk.The code,PP,chunk,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk then prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",the second chunk.The code,NP,minimal,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into then prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",then,ADVP,minimal,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code copies the contents of the first chunk into the second chunk.The code prints the contents of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",prints the contents of the second chunk,VP,chunk,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then ."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",the contents of the second chunk,NP,chunk,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints ."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",the contents,NP,minimal,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies of the first chunk into the second chunk.The code then prints of the second chunk."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",of the second chunk,PP,chunk,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents ."
0,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.",the second chunk,NP,minimal,"Generate <language> code for the following: 
 The code allocates two chunks of memory.The code then copies the contents of the first chunk into .The code then prints the contents of ."
