Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt
0,Generate <language> code for the following:  The code takes an integer as input and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.,code for the following,NP,chunk,Generate <language> : The code takes an integer as input and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.
0,Generate <language> code for the following:  The code takes an integer as input and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.,code,NP,minimal,Generate <language> for the following: The takes an integer as input and returns the value at the index of the integer in the array.For example if the input is 5 the will return the value at index 5 of the array.
0,Generate <language> code for the following:  The code takes an integer as input and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.,for the following,PP,chunk,Generate <language> code : The code takes an integer as input and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.
0,Generate <language> code for the following:  The code takes an integer as input and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.,the following,NP,minimal,Generate <language> code for : The code takes an integer as input and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.
0,Generate <language> code for the following:  The code takes an integer as input and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.,The code,NP,minimal,Generate <language> code for the following:  takes an integer as input and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.
0,Generate <language> code for the following:  The code takes an integer as input and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.,takes an integer as input,VP,chunk,Generate <language> code for the following: The code and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.
0,Generate <language> code for the following:  The code takes an integer as input and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.,an integer,NP,minimal,Generate <language> code for the following: The code takes as input and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.
0,Generate <language> code for the following:  The code takes an integer as input and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.,as input,PP,chunk,Generate <language> code for the following: The code takes an integer and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.
0,Generate <language> code for the following:  The code takes an integer as input and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.,input,NP,minimal,Generate <language> code for the following: The code takes an integer as and returns the value at the index of the integer in the array.For example if the is 5 the code will return the value at index 5 of the array.
0,Generate <language> code for the following:  The code takes an integer as input and returns the value at the index of the integer in the array.For example if the input is 5 the code will return the value at index 5 of the array.,the value,NP,minimal,Generate <language> code for the following: The code takes an integer as input and returns at the index of the integer in the array.For example if the input is 5 the code will return at index 5 of the array.
