Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt,Final Prompt
0,"Generate <language> code for the following: 
 It creates a web app.",code for the following,NP,chunk,"Generate <language> : 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary.","Generate Python : 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary."
0,"Generate <language> code for the following: 
 It creates a web app.",code,NP,minimal,"Generate <language> for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary.","Generate Python for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary."
0,"Generate <language> code for the following: 
 It creates a web app.",for the following,PP,chunk,"Generate <language> code : 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary.","Generate Python code : 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary."
0,"Generate <language> code for the following: 
 It creates a web app.",the following,NP,minimal,"Generate <language> code for : 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary.","Generate Python code for : 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary."
0,"Generate <language> code for the following: 
 It creates a web app.",It,NP,minimal,"Generate <language> code for the following: 
 creates a web app. creates a route called /api. gets the payload parameter from the URL. loads the payload into a dictionary. returns the name value from the dictionary.","Generate Python code for the following: 
 creates a web app. creates a route called /api. gets the payload parameter from the URL. loads the payload into a dictionary. returns the name value from the dictionary."
0,"Generate <language> code for the following: 
 It creates a web app.",creates a web app,VP,chunk,"Generate <language> code for the following: 
 It . It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary.","Generate Python code for the following: 
 It . It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary."
0,"Generate <language> code for the following: 
 It creates a web app.",a web app,NP,minimal,"Generate <language> code for the following: 
 It creates . It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary.","Generate Python code for the following: 
 It creates . It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary."
1,It creates a route called /api.,It,NP,minimal,"Generate <language> code for the following: 
 creates a web app. creates a route called /api. gets the payload parameter from the URL. loads the payload into a dictionary. returns the name value from the dictionary.","Generate Python code for the following: 
 creates a web app. creates a route called /api. gets the payload parameter from the URL. loads the payload into a dictionary. returns the name value from the dictionary."
1,It creates a route called /api.,creates a route called /api,VP,chunk,"Generate <language> code for the following: 
 It creates a web app. It . It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary.","Generate Python code for the following: 
 It creates a web app. It . It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary."
1,It creates a route called /api.,a route called /api,NP,chunk,"Generate <language> code for the following: 
 It creates a web app. It creates . It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary.","Generate Python code for the following: 
 It creates a web app. It creates . It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary."
1,It creates a route called /api.,a route,NP,minimal,"Generate <language> code for the following: 
 It creates a web app. It creates called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary.","Generate Python code for the following: 
 It creates a web app. It creates called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary."
1,It creates a route called /api.,called /api,VP,minimal,"Generate <language> code for the following: 
 It creates a web app. It creates a route . It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary.","Generate Python code for the following: 
 It creates a web app. It creates a route . It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary."
1,It creates a route called /api.,/api,NP,minimal,"Generate <language> code for the following: 
 It creates a web app. It creates a route called . It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary.","Generate Python code for the following: 
 It creates a web app. It creates a route called . It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary."
2,It gets the payload parameter from the URL.,It,NP,minimal,"Generate <language> code for the following: 
 creates a web app. creates a route called /api. gets the payload parameter from the URL. loads the payload into a dictionary. returns the name value from the dictionary.","Generate Python code for the following: 
 creates a web app. creates a route called /api. gets the payload parameter from the URL. loads the payload into a dictionary. returns the name value from the dictionary."
2,It gets the payload parameter from the URL.,gets the payload parameter from the URL,VP,chunk,"Generate <language> code for the following: 
 It creates a web app. It creates a route called /api. It . It loads the payload into a dictionary. It returns the name value from the dictionary.","Generate Python code for the following: 
 It creates a web app. It creates a route called /api. It . It loads the payload into a dictionary. It returns the name value from the dictionary."
2,It gets the payload parameter from the URL.,the payload parameter,NP,minimal,"Generate <language> code for the following: 
 It creates a web app. It creates a route called /api. It gets from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary.","Generate Python code for the following: 
 It creates a web app. It creates a route called /api. It gets from the URL. It loads the payload into a dictionary. It returns the name value from the dictionary."
2,It gets the payload parameter from the URL.,from the URL,PP,chunk,"Generate <language> code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter . It loads the payload into a dictionary. It returns the name value from the dictionary.","Generate Python code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter . It loads the payload into a dictionary. It returns the name value from the dictionary."
2,It gets the payload parameter from the URL.,the URL,NP,minimal,"Generate <language> code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from . It loads the payload into a dictionary. It returns the name value from the dictionary.","Generate Python code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from . It loads the payload into a dictionary. It returns the name value from the dictionary."
3,It loads the payload into a dictionary.,It,NP,minimal,"Generate <language> code for the following: 
 creates a web app. creates a route called /api. gets the payload parameter from the URL. loads the payload into a dictionary. returns the name value from the dictionary.","Generate Python code for the following: 
 creates a web app. creates a route called /api. gets the payload parameter from the URL. loads the payload into a dictionary. returns the name value from the dictionary."
3,It loads the payload into a dictionary.,loads the payload into a dictionary,VP,chunk,"Generate <language> code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It . It returns the name value from the dictionary.","Generate Python code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It . It returns the name value from the dictionary."
3,It loads the payload into a dictionary.,the payload,NP,minimal,"Generate <language> code for the following: 
 It creates a web app. It creates a route called /api. It gets parameter from the URL. It loads into a dictionary. It returns the name value from the dictionary.","Generate Python code for the following: 
 It creates a web app. It creates a route called /api. It gets parameter from the URL. It loads into a dictionary. It returns the name value from the dictionary."
3,It loads the payload into a dictionary.,into a dictionary,PP,chunk,"Generate <language> code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload . It returns the name value from the dictionary.","Generate Python code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload . It returns the name value from the dictionary."
3,It loads the payload into a dictionary.,a dictionary,NP,minimal,"Generate <language> code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into . It returns the name value from the dictionary.","Generate Python code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into . It returns the name value from the dictionary."
4,It returns the name value from the dictionary.,It,NP,minimal,"Generate <language> code for the following: 
 creates a web app. creates a route called /api. gets the payload parameter from the URL. loads the payload into a dictionary. returns the name value from the dictionary.","Generate Python code for the following: 
 creates a web app. creates a route called /api. gets the payload parameter from the URL. loads the payload into a dictionary. returns the name value from the dictionary."
4,It returns the name value from the dictionary.,returns the name value from the dictionary,VP,chunk,"Generate <language> code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It .","Generate Python code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It ."
4,It returns the name value from the dictionary.,the name value,NP,minimal,"Generate <language> code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns from the dictionary.","Generate Python code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns from the dictionary."
4,It returns the name value from the dictionary.,from the dictionary,PP,chunk,"Generate <language> code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value .","Generate Python code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value ."
4,It returns the name value from the dictionary.,the dictionary,NP,minimal,"Generate <language> code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from .","Generate Python code for the following: 
 It creates a web app. It creates a route called /api. It gets the payload parameter from the URL. It loads the payload into a dictionary. It returns the name value from ."
