Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt,Final Prompt
0,"Generate <language> code for the following: 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.",> code,PP,chunk,"Generate <language for the following: 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.","Generate <language for the following: 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream."
0,"Generate <language> code for the following: 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.",code,NP,minimal,"Generate <language> for the following: 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.","Generate Python for the following: 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream."
0,"Generate <language> code for the following: 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.",for the following,PP,chunk,"Generate <language> code : 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.","Generate Python code : 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream."
0,"Generate <language> code for the following: 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.",the following,NP,minimal,"Generate <language> code for : 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.","Generate Python code for : 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream."
0,"Generate <language> code for the following: 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.",The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response,NP,minimal,"Generate <language> code for the following: 
 is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.","Generate Python code for the following: 
 is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream."
0,"Generate <language> code for the following: 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.",The function,NP,minimal,"Generate <language> code for the following: 
 http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.","Generate Python code for the following: 
 http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream."
0,"Generate <language> code for the following: 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.",http_hello_page takes in a request,SBAR,minimal,"Generate <language> code for the following: 
 The function and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.","Generate Python code for the following: 
 The function and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream."
0,"Generate <language> code for the following: 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.",http_hello_page,NP,minimal,"Generate <language> code for the following: 
 The function takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.","Generate Python code for the following: 
 The function takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream."
0,"Generate <language> code for the following: 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.",takes in a request,VP,chunk,"Generate <language> code for the following: 
 The function http_hello_page and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.","Generate Python code for the following: 
 The function http_hello_page and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream."
0,"Generate <language> code for the following: 
 The function http_hello_page takes in a request and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.",in a request,PP,chunk,"Generate <language> code for the following: 
 The function http_hello_page takes and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream.","Generate Python code for the following: 
 The function http_hello_page takes and a response.The request is a file stream that contains the request from the client.The response is a file stream that we can write to in order to send a response to the client.The request contains the username that the client entered.We read the username from the request.We construct a response that says ""Hello [username]"".We write the response to the response file stream."
