Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt,Final Prompt
0,"Generate <language> code for the following: 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint.",code for the following,NP,chunk,"Generate <language> : 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint. When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file.","Generate Python : 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint. When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file."
0,"Generate <language> code for the following: 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint.",code,NP,minimal,"Generate <language> for the following: 
 The is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint. When a request is received the above extracts the latitude; longitude; year; month; day and grib_file from the request. The then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file.","Generate Python for the following: 
 The is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint. When a request is received the above extracts the latitude; longitude; year; month; day and grib_file from the request. The then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file."
0,"Generate <language> code for the following: 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint.",for the following,PP,chunk,"Generate <language> code : 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint. When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file.","Generate Python code : 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint. When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file."
0,"Generate <language> code for the following: 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint.",the following,NP,minimal,"Generate <language> code for : 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint. When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file.","Generate Python code for : 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint. When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file."
0,"Generate <language> code for the following: 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint.",The code,NP,minimal,"Generate <language> code for the following: 
 is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint. When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file.","Generate Python code for the following: 
 is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint. When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file."
0,"Generate <language> code for the following: 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint.",a web application,NP,minimal,"Generate <language> code for the following: 
 The code is that listens for HTTP requests on the /api/temperature_for_location endpoint. When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file.","Generate Python code for the following: 
 The code is that listens for HTTP requests on the /api/temperature_for_location endpoint. When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file."
0,"Generate <language> code for the following: 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint.",that listens for HTTP requests on the /api/temperature_for_location endpoint,SBAR,clause,"Generate <language> code for the following: 
 The code is a web application . When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file.","Generate Python code for the following: 
 The code is a web application . When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file."
0,"Generate <language> code for the following: 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint.",that,WHNP,minimal,"Generate <language> code for the following: 
 The code is a web application listens for HTTP requests on the /api/temperature_for_location endpoint. When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file.","Generate Python code for the following: 
 The code is a web application listens for HTTP requests on the /api/temperature_for_location endpoint. When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file."
0,"Generate <language> code for the following: 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint.",for HTTP requests on the /api/temperature_for_location endpoint,PP,chunk,"Generate <language> code for the following: 
 The code is a web application that listens . When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file.","Generate Python code for the following: 
 The code is a web application that listens . When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file."
0,"Generate <language> code for the following: 
 The code is a web application that listens for HTTP requests on the /api/temperature_for_location endpoint.",HTTP requests on the /api/temperature_for_location endpoint,NP,chunk,"Generate <language> code for the following: 
 The code is a web application that listens for . When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file.","Generate Python code for the following: 
 The code is a web application that listens for . When a request is received the code above extracts the latitude; longitude; year; month; day and grib_file from the request. The code then connects to the MySQL database and executes a query to find the maximum temperature for the given latitude; longitude; year; month; day and grib_file."
