Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt,Final Prompt
0,Generate <language> code for the following:  The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,code for the following,NP,chunk,Generate <language> : The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,Generate Python : The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.
0,Generate <language> code for the following:  The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,code,NP,minimal,Generate <language> for the following: The creates an array of strings called vehicles.The then prompts the user for the index of a vehicle and returns that vehicle.The then loops through the array and prints out each vehicle.,Generate Python for the following: The creates an array of strings called vehicles.The then prompts the user for the index of a vehicle and returns that vehicle.The then loops through the array and prints out each vehicle.
0,Generate <language> code for the following:  The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,for the following,PP,chunk,Generate <language> code : The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,Generate Python code : The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.
0,Generate <language> code for the following:  The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,the following,NP,minimal,Generate <language> code for : The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,Generate Python code for : The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.
0,Generate <language> code for the following:  The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,The code,NP,minimal,Generate <language> code for the following:  creates an array of strings called vehicles. then prompts the user for the index of a vehicle and returns that vehicle. then loops through the array and prints out each vehicle.,Generate Python code for the following:  creates an array of strings called vehicles. then prompts the user for the index of a vehicle and returns that vehicle. then loops through the array and prints out each vehicle.
0,Generate <language> code for the following:  The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,an array of strings called vehicles.The code,NP,chunk,Generate <language> code for the following: The code creates then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,Generate Python code for the following: The code creates then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.
0,Generate <language> code for the following:  The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,an array,NP,minimal,Generate <language> code for the following: The code creates of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,Generate Python code for the following: The code creates of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.
0,Generate <language> code for the following:  The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,of strings called vehicles.The code,PP,chunk,Generate <language> code for the following: The code creates an array then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,Generate Python code for the following: The code creates an array then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.
0,Generate <language> code for the following:  The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,strings called vehicles.The code,NP,chunk,Generate <language> code for the following: The code creates an array of then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,Generate Python code for the following: The code creates an array of then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.
0,Generate <language> code for the following:  The code creates an array of strings called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,strings,NP,minimal,Generate <language> code for the following: The code creates an array of called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.,Generate Python code for the following: The code creates an array of called vehicles.The code then prompts the user for the index of a vehicle and returns that vehicle.The code then loops through the array and prints out each vehicle.
