Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt,Final Prompt
0,Generate <language> code for the following:  The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,code for the following,NP,chunk,Generate <language> : The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,Generate Python : The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.
0,Generate <language> code for the following:  The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,code,NP,minimal,Generate <language> for the following: The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,Generate Python for the following: The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.
0,Generate <language> code for the following:  The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,for the following,PP,chunk,Generate <language> code : The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,Generate Python code : The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.
0,Generate <language> code for the following:  The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,the following,NP,minimal,Generate <language> code for : The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,Generate Python code for : The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.
0,Generate <language> code for the following:  The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,The user,NP,minimal,Generate <language> code for the following:  is prompted to enter an index of a vehicle. enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,Generate Python code for the following:  is prompted to enter an index of a vehicle. enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.
0,Generate <language> code for the following:  The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,prompted to enter an index of a vehicle.The user,VP,minimal,Generate <language> code for the following: The user is enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,Generate Python code for the following: The user is enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.
0,Generate <language> code for the following:  The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,enter an index of a vehicle.The user,VP,chunk,Generate <language> code for the following: The user is prompted to enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,Generate Python code for the following: The user is prompted to enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.
0,Generate <language> code for the following:  The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,an index of a vehicle.The user,NP,chunk,Generate <language> code for the following: The user is prompted to enter enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,Generate Python code for the following: The user is prompted to enter enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.
0,Generate <language> code for the following:  The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,an index,NP,minimal,Generate <language> code for the following: The user is prompted to enter of a vehicle.The user enters .The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,Generate Python code for the following: The user is prompted to enter of a vehicle.The user enters .The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.
0,Generate <language> code for the following:  The user is prompted to enter an index of a vehicle.The user enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,of a vehicle.The user,PP,chunk,Generate <language> code for the following: The user is prompted to enter an index enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.,Generate Python code for the following: The user is prompted to enter an index enters an index.The index is converted to an integer.The integer is used to access the array of vehicles.The vehicle at the index is printed.
