Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,code for the following,NP,chunk,Generate <language> : The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value. The function returns the value at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,code,NP,minimal,Generate <language> for the following: The is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value. The function returns the value at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,for the following,PP,chunk,Generate <language> code : The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value. The function returns the value at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,the following,NP,minimal,Generate <language> code for : The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value. The function returns the value at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,The code,NP,minimal,Generate <language> code for the following:  is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value. The function returns the value at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,a function,NP,minimal,Generate <language> code for the following: The code is that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value. The function returns the value at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value,SBAR,clause,Generate <language> code for the following: The code is a function . The function returns the value at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,that,WHNP,minimal,Generate <language> code for the following: The code is a function takes in an index value and returns the value at index in the array id_sequence.The function first prompts the user for an index value. The function returns the value at index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,takes in an index value,VP,chunk,Generate <language> code for the following: The code is a function that and returns the value at that index in the array id_sequence.The function first prompts the user for an index value. The function returns the value at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,in,PRT,minimal,Generate <language> code for the followg: The code is a function that takes an dex value and returns the value at that dex the array id_sequence.The function first prompts the user for an dex value. The function returns the value at that dex id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,an index value,NP,minimal,Generate <language> code for the following: The code is a function that takes in and returns the value at that index in the array id_sequence.The function first prompts the user for . The function returns the value at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,the value,NP,minimal,Generate <language> code for the following: The code is a function that takes in an index value and returns at that index in the array id_sequence.The function first prompts the user for an index value. The function returns at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,at that index,PP,chunk,Generate <language> code for the following: The code is a function that takes in an index value and returns the value in the array id_sequence.The function first prompts the user for an index value. The function returns the value in id_sequence.
