Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt
0,"Generate <language> code for the following: 
 The first if statement checks to make sure that the user provided exactly one argument.",code for the following,NP,chunk,"Generate <language> : 
 The first if statement checks to make sure that the user provided exactly one argument. If not it prints an error message and exits.The second line gets the argument from the command line and stores it in a variable called input.The third line prints the argument.The fourth line trims the trailing whitespace from the argument.The fifth line prints the argument again.The sixth line exits the program."
0,"Generate <language> code for the following: 
 The first if statement checks to make sure that the user provided exactly one argument.",code,NP,minimal,"Generate <language> for the following: 
 The first if statement checks to make sure that the user provided exactly one argument. If not it prints an error message and exits.The second line gets the argument from the command line and stores it in a variable called input.The third line prints the argument.The fourth line trims the trailing whitespace from the argument.The fifth line prints the argument again.The sixth line exits the program."
0,"Generate <language> code for the following: 
 The first if statement checks to make sure that the user provided exactly one argument.",for the following,PP,chunk,"Generate <language> code : 
 The first if statement checks to make sure that the user provided exactly one argument. If not it prints an error message and exits.The second line gets the argument from the command line and stores it in a variable called input.The third line prints the argument.The fourth line trims the trailing whitespace from the argument.The fifth line prints the argument again.The sixth line exits the program."
0,"Generate <language> code for the following: 
 The first if statement checks to make sure that the user provided exactly one argument.",the following,NP,minimal,"Generate <language> code for : 
 The first if statement checks to make sure that the user provided exactly one argument. If not it prints an error message and exits.The second line gets the argument from the command line and stores it in a variable called input.The third line prints the argument.The fourth line trims the trailing whitespace from the argument.The fifth line prints the argument again.The sixth line exits the program."
0,"Generate <language> code for the following: 
 The first if statement checks to make sure that the user provided exactly one argument.",The first,NP,minimal,"Generate <language> code for the following: 
 if statement checks to make sure that the user provided exactly one argument. If not it prints an error message and exits.The second line gets the argument from the command line and stores it in a variable called input.The third line prints the argument.The fourth line trims the trailing whitespace from the argument.The fifth line prints the argument again.The sixth line exits the program."
0,"Generate <language> code for the following: 
 The first if statement checks to make sure that the user provided exactly one argument.",if statement checks to make sure that the user provided exactly one argument,SBAR,minimal,"Generate <language> code for the following: 
 The first . If not it prints an error message and exits.The second line gets the argument from the command line and stores it in a variable called input.The third line prints the argument.The fourth line trims the trailing whitespace from the argument.The fifth line prints the argument again.The sixth line exits the program."
0,"Generate <language> code for the following: 
 The first if statement checks to make sure that the user provided exactly one argument.",statement,NP,minimal,"Generate <language> code for the following: 
 The first if checks to make sure that the user provided exactly one argument. If not it prints an error message and exits.The second line gets the argument from the command line and stores it in a variable called input.The third line prints the argument.The fourth line trims the trailing whitespace from the argument.The fifth line prints the argument again.The sixth line exits the program."
0,"Generate <language> code for the following: 
 The first if statement checks to make sure that the user provided exactly one argument.",checks to make sure that the user provided exactly one argument,VP,minimal,"Generate <language> code for the following: 
 The first if statement . If not it prints an error message and exits.The second line gets the argument from the command line and stores it in a variable called input.The third line prints the argument.The fourth line trims the trailing whitespace from the argument.The fifth line prints the argument again.The sixth line exits the program."
0,"Generate <language> code for the following: 
 The first if statement checks to make sure that the user provided exactly one argument.",that the user provided exactly one argument,SBAR,minimal,"Generate <language> code for the following: 
 The first if statement checks to make sure . If not it prints an error message and exits.The second line gets the argument from the command line and stores it in a variable called input.The third line prints the argument.The fourth line trims the trailing whitespace from the argument.The fifth line prints the argument again.The sixth line exits the program."
0,"Generate <language> code for the following: 
 The first if statement checks to make sure that the user provided exactly one argument.",the user,NP,minimal,"Generate <language> code for the following: 
 The first if statement checks to make sure that provided exactly one argument. If not it prints an error message and exits.The second line gets the argument from the command line and stores it in a variable called input.The third line prints the argument.The fourth line trims the trailing whitespace from the argument.The fifth line prints the argument again.The sixth line exits the program."
