Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt,Final Prompt
0,"Generate <language> code for the following: 
 The first line imports the web application class.",code,NP,minimal,"Generate <language> for the following: 
 The first line imports the web application class. An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application.","Generate Python for the following: 
 The first line imports the web application class. An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application."
0,"Generate <language> code for the following: 
 The first line imports the web application class.",for the following,PP,chunk,"Generate <language> code : 
 The first line imports the web application class. An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application.","Generate Python code : 
 The first line imports the web application class. An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application."
0,"Generate <language> code for the following: 
 The first line imports the web application class.",the following,NP,minimal,"Generate <language> code for : 
 The first line imports the web application class. An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application.","Generate Python code for : 
 The first line imports the web application class. An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application."
0,"Generate <language> code for the following: 
 The first line imports the web application class.",The first line,NP,minimal,"Generate <language> code for the following: 
 imports the web application class. An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application.","Generate Python code for the following: 
 imports the web application class. An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application."
0,"Generate <language> code for the following: 
 The first line imports the web application class.",imports the web application class,VP,chunk,"Generate <language> code for the following: 
 The first line . An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application.","Generate Python code for the following: 
 The first line . An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application."
0,"Generate <language> code for the following: 
 The first line imports the web application class.",the web application class,NP,minimal,"Generate <language> code for the following: 
 The first line imports . An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application.","Generate Python code for the following: 
 The first line imports . An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application."
1,An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator.,An instance of this class,NP,chunk,"Generate <language> code for the following: 
 The first line imports the web application class. will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application.","Generate Python code for the following: 
 The first line imports the web application class. will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application."
1,An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator.,An instance,NP,minimal,"Generate <language> code for the following: 
 The first line imports the web application class. of this class will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application.","Generate Python code for the following: 
 The first line imports the web application class. of this class will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application."
1,An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator.,of this class,PP,chunk,"Generate <language> code for the following: 
 The first line imports the web application class. An instance will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application.","Generate Python code for the following: 
 The first line imports the web application class. An instance will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application."
1,An instance of this class will be our WSGI application.The second line creates the application object.The third line is a decorator.,this class,NP,minimal,"Generate <language> code for the following: 
 The first line imports the web application class. An instance of will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application.","Generate Python code for the following: 
 The first line imports the web application class. An instance of will be our WSGI application.The second line creates the application object.The third line is a decorator. It tells the application which URL should call the associated function.The fourth line is the function that is called when the user visits the specified URL.The fifth line returns the message to the user.The sixth line runs the application."
