Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt,Final Prompt
0,"Generate <language> code for the following: 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database.",code for the following,NP,chunk,"Generate <language> : 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed.","Generate Python : 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed."
0,"Generate <language> code for the following: 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database.",code,NP,minimal,"Generate <language> for the following: 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The checks if the email is in the database. If the email is in the database the deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the returns a message saying that the user is not subscribed.","Generate Python for the following: 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The checks if the email is in the database. If the email is in the database the deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the returns a message saying that the user is not subscribed."
0,"Generate <language> code for the following: 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database.",for the following,PP,chunk,"Generate <language> code : 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed.","Generate Python code : 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed."
0,"Generate <language> code for the following: 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database.",the following,NP,minimal,"Generate <language> code for : 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed.","Generate Python code for : 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed."
0,"Generate <language> code for the following: 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database.",The user,NP,minimal,"Generate <language> code for the following: 
 sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed.","Generate Python code for the following: 
 sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed."
0,"Generate <language> code for the following: 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database.",a GET request,NP,minimal,"Generate <language> code for the following: 
 The user sends to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed.","Generate Python code for the following: 
 The user sends to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed."
0,"Generate <language> code for the following: 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database.",the unsubscribe endpoint,NP,minimal,"Generate <language> code for the following: 
 The user sends a GET request to with an email parameter.The code checks if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed.","Generate Python code for the following: 
 The user sends a GET request to with an email parameter.The code checks if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed."
0,"Generate <language> code for the following: 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database.",with an email parameter.The code checks,PP,chunk,"Generate <language> code for the following: 
 The user sends a GET request to the unsubscribe endpoint if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed.","Generate Python code for the following: 
 The user sends a GET request to the unsubscribe endpoint if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed."
0,"Generate <language> code for the following: 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database.",an email parameter.The code checks,NP,minimal,"Generate <language> code for the following: 
 The user sends a GET request to the unsubscribe endpoint with if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed.","Generate Python code for the following: 
 The user sends a GET request to the unsubscribe endpoint with if the email is in the database. If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed."
0,"Generate <language> code for the following: 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks if the email is in the database.",if the email is in the database,SBAR,minimal,"Generate <language> code for the following: 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks . If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed.","Generate Python code for the following: 
 The user sends a GET request to the unsubscribe endpoint with an email parameter.The code checks . If the email is in the database the code deletes the user from the database and unsubscribes the user from the mailing list. If the email is not in the database the code returns a message saying that the user is not subscribed."
