Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt
0,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in.",code for the following,NP,chunk,"Generate <language> : 
 The user is redirected to the login page if he/she is not logged in. The user is redirected to the user page if he/she is logged in. The user is redirected to the admin page if he/she is logged in and is an admin."
0,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in.",code,NP,minimal,"Generate <language> for the following: 
 The user is redirected to the login page if he/she is not logged in. The user is redirected to the user page if he/she is logged in. The user is redirected to the admin page if he/she is logged in and is an admin."
0,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in.",for the following,PP,chunk,"Generate <language> code : 
 The user is redirected to the login page if he/she is not logged in. The user is redirected to the user page if he/she is logged in. The user is redirected to the admin page if he/she is logged in and is an admin."
0,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in.",the following,NP,minimal,"Generate <language> code for : 
 The user is redirected to the login page if he/she is not logged in. The user is redirected to the user page if he/she is logged in. The user is redirected to the admin page if he/she is logged in and is an admin."
0,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in.",The user,NP,minimal,"Generate <language> code for the following: 
 is redirected to the login page if he/she is not logged in. is redirected to the user page if he/she is logged in. is redirected to the admin page if he/she is logged in and is an admin."
0,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in.",to the login page,PP,chunk,"Generate <language> code for the following: 
 The user is redirected if he/she is not logged in. The user is redirected to the user page if he/she is logged in. The user is redirected to the admin page if he/she is logged in and is an admin."
0,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in.",the login page,NP,minimal,"Generate <language> code for the following: 
 The user is redirected to if he/she is not logged in. The user is redirected to the user page if he/she is logged in. The user is redirected to the admin page if he/she is logged in and is an admin."
0,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in.",if he/she is not logged in,SBAR,minimal,"Generate <language> code for the following: 
 The user is redirected to the login page . The user is redirected to the user page if he/she is logged in. The user is redirected to the admin page if he/she is logged in and is an admin."
0,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in.",he/she,NP,minimal,"Generate <language> code for the following: 
 The user is redirected to the login page if is not logged in. The user is redirected to the user page if is logged in. The user is redirected to the admin page if is logged in and is an admin."
0,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in.",is not logged in,VP,chunk,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she . The user is redirected to the user page if he/she is logged in. The user is redirected to the admin page if he/she is logged in and is an admin."
0,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in.",logged in,VP,chunk,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not . The user is redirected to the user page if he/she is . The user is redirected to the admin page if he/she is and is an admin."
0,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in.",in,PP,minimal,"Generate <language> code for the followg: 
 The user is redirected to the log page if he/she is not logged . The user is redirected to the user page if he/she is logged . The user is redirected to the adm page if he/she is logged and is an adm."
1,The user is redirected to the user page if he/she is logged in.,The user,NP,minimal,"Generate <language> code for the following: 
 is redirected to the login page if he/she is not logged in. is redirected to the user page if he/she is logged in. is redirected to the admin page if he/she is logged in and is an admin."
1,The user is redirected to the user page if he/she is logged in.,to the user page,PP,chunk,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in. The user is redirected if he/she is logged in. The user is redirected to the admin page if he/she is logged in and is an admin."
1,The user is redirected to the user page if he/she is logged in.,the user page,NP,minimal,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in. The user is redirected to if he/she is logged in. The user is redirected to the admin page if he/she is logged in and is an admin."
1,The user is redirected to the user page if he/she is logged in.,if he/she is logged in,SBAR,minimal,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in. The user is redirected to the user page . The user is redirected to the admin page and is an admin."
1,The user is redirected to the user page if he/she is logged in.,he/she,NP,minimal,"Generate <language> code for the following: 
 The user is redirected to the login page if is not logged in. The user is redirected to the user page if is logged in. The user is redirected to the admin page if is logged in and is an admin."
1,The user is redirected to the user page if he/she is logged in.,is logged in,VP,chunk,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in. The user is redirected to the user page if he/she . The user is redirected to the admin page if he/she and is an admin."
1,The user is redirected to the user page if he/she is logged in.,logged in,VP,chunk,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not . The user is redirected to the user page if he/she is . The user is redirected to the admin page if he/she is and is an admin."
1,The user is redirected to the user page if he/she is logged in.,in,PP,minimal,"Generate <language> code for the followg: 
 The user is redirected to the log page if he/she is not logged . The user is redirected to the user page if he/she is logged . The user is redirected to the adm page if he/she is logged and is an adm."
2,The user is redirected to the admin page if he/she is logged in and is an admin.,The user,NP,minimal,"Generate <language> code for the following: 
 is redirected to the login page if he/she is not logged in. is redirected to the user page if he/she is logged in. is redirected to the admin page if he/she is logged in and is an admin."
2,The user is redirected to the admin page if he/she is logged in and is an admin.,to the admin page,PP,chunk,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in. The user is redirected to the user page if he/she is logged in. The user is redirected if he/she is logged in and is an admin."
2,The user is redirected to the admin page if he/she is logged in and is an admin.,the admin page,NP,minimal,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in. The user is redirected to the user page if he/she is logged in. The user is redirected to if he/she is logged in and is an admin."
2,The user is redirected to the admin page if he/she is logged in and is an admin.,if he/she is logged in and is an admin,SBAR,minimal,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in. The user is redirected to the user page if he/she is logged in. The user is redirected to the admin page ."
2,The user is redirected to the admin page if he/she is logged in and is an admin.,he/she,NP,minimal,"Generate <language> code for the following: 
 The user is redirected to the login page if is not logged in. The user is redirected to the user page if is logged in. The user is redirected to the admin page if is logged in and is an admin."
2,The user is redirected to the admin page if he/she is logged in and is an admin.,is logged in and is an admin,VP,chunk,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in. The user is redirected to the user page if he/she is logged in. The user is redirected to the admin page if he/she ."
2,The user is redirected to the admin page if he/she is logged in and is an admin.,is logged in,VP,chunk,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in. The user is redirected to the user page if he/she . The user is redirected to the admin page if he/she and is an admin."
2,The user is redirected to the admin page if he/she is logged in and is an admin.,logged in,VP,chunk,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not . The user is redirected to the user page if he/she is . The user is redirected to the admin page if he/she is and is an admin."
2,The user is redirected to the admin page if he/she is logged in and is an admin.,in,PP,minimal,"Generate <language> code for the followg: 
 The user is redirected to the log page if he/she is not logged . The user is redirected to the user page if he/she is logged . The user is redirected to the adm page if he/she is logged and is an adm."
2,The user is redirected to the admin page if he/she is logged in and is an admin.,is an admin,VP,chunk,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in. The user is redirected to the user page if he/she is logged in. The user is redirected to the admin page if he/she is logged in and ."
2,The user is redirected to the admin page if he/she is logged in and is an admin.,an admin,NP,minimal,"Generate <language> code for the following: 
 The user is redirected to the login page if he/she is not logged in. The user is redirected to the user page if he/she is logged in. The user is redirected to the admin page if he/she is logged in and is ."
