"Information exposure through an error message","Information from an error message propagates to an external user. Error messages can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///code_row_143/src/main/java/UnsubscribeServlet.java:53:74:53:87""]] can be exposed to an external user.","/code_row_143/src/main/java/UnsubscribeServlet.java","53","40","53","87"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///code_row_30/src/main/java/RedirectServlet_1.java:15:25:15:54""]].","/code_row_30/src/main/java/RedirectServlet_1.java","18","35","18","40"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///code_row_33/src/main/java/RedirectServlet.java:14:27:14:53""]].","/code_row_33/src/main/java/RedirectServlet.java","17","35","17","42"
"Arbitrary file access during archive extraction (""Zip Slip"")","Extracting files from a malicious ZIP file, or similar type of archive, without validating that the destination file path is within the destination directory can allow an attacker to unexpectedly gain access to resources.","error","Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///code_row_50/src/main/java/TarExtractor_1.java:38:49:38:63""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///code_row_50/src/main/java/TarExtractor_1.java:40:49:40:75""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///code_row_50/src/main/java/TarExtractor_1.java:41:46:41:60""]].","/code_row_50/src/main/java/TarExtractor_1.java","34","62","34","76"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///code_row_46/src/main/java/ImageServlet_2.java:16:23:16:50""]].","/code_row_46/src/main/java/ImageServlet_2.java","23","14","23","17"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///code_row_46/src/main/java/ImageServlet_2.java:16:23:16:50""]].","/code_row_46/src/main/java/ImageServlet_2.java","23","32","23","35"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///code_row_46/src/main/java/ImageServlet_2.java:16:23:16:50""]].","/code_row_46/src/main/java/ImageServlet_2.java","28","56","28","59"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///code_row_47/src/main/java/ImageServlet.java:15:27:15:47""]].","/code_row_47/src/main/java/ImageServlet.java","24","14","24","17"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///code_row_47/src/main/java/ImageServlet.java:15:27:15:47""]].","/code_row_47/src/main/java/ImageServlet.java","24","32","24","35"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///code_row_47/src/main/java/ImageServlet.java:15:27:15:47""]].","/code_row_47/src/main/java/ImageServlet.java","35","55","35","58"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///code_row_66/src/main/java/PdfUploadApplication.java:24:30:24:69""]].
This path depends on a [[""user-provided value""|""relative:///code_row_66/src/main/java/PdfUploadApplication.java:31:76:31:101""]].","/code_row_66/src/main/java/PdfUploadApplication.java","32","47","32","61"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///code_row_70/src/main/java/FileUploadApplication.java:21:30:21:69""]].
This path depends on a [[""user-provided value""|""relative:///code_row_70/src/main/java/FileUploadApplication.java:34:31:34:56""]].","/code_row_70/src/main/java/FileUploadApplication.java","35","47","35","76"
"Building a command line with string concatenation","Using concatenated strings in a command line is vulnerable to malicious insertion of special characters in the strings.","error","Command line is built with string concatenation.","/code_row_108/src/main/java/GetentPasswd.java","19","57","19","63"
"Building a command line with string concatenation","Using concatenated strings in a command line is vulnerable to malicious insertion of special characters in the strings.","error","Command line is built with string concatenation.","/code_row_111/src/main/java/WebAppDecorator.java","15","57","15","80"
"Building a command line with string concatenation","Using concatenated strings in a command line is vulnerable to malicious insertion of special characters in the strings.","error","Command line is built with string concatenation.","/code_row_113/src/main/java/PingDecorator.java","18","57","18","74"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///code_row_66/src/main/java/PdfUploadApplication.java:24:30:24:69""]].
Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///code_row_66/src/main/java/PdfUploadApplication.java:31:76:31:101""]].","/code_row_66/src/main/java/PdfUploadApplication.java","34","20","34","78"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///code_row_70/src/main/java/FileUploadApplication.java:21:30:21:69""]].
Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///code_row_70/src/main/java/FileUploadApplication.java:34:31:34:56""]].","/code_row_70/src/main/java/FileUploadApplication.java","36","20","36","60"
