"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///code_row_38/src/main/java/RedirectServlet_2.java:15:25:15:54""]].","/code_row_38/src/main/java/RedirectServlet_2.java","18","35","18","40"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///code_row_9/src/main/java/RedirectServlet.java:13:25:13:54""]].","/code_row_9/src/main/java/RedirectServlet.java","16","35","16","40"
"Polynomial regular expression used on uncontrolled data","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","warning","This [[""regular expression""|""relative:///code_row_38/src/main/java/RedirectServlet_2.java:11:64:11:65""]] that depends on a [[""user-provided value""|""relative:///code_row_38/src/main/java/RedirectServlet_2.java:15:25:15:54""]] may run slow on strings starting with 'example.com' and with many repetitions of 'example.com'.","/code_row_38/src/main/java/RedirectServlet_2.java","17","31","17","36"
"Arbitrary file access during archive extraction (""Zip Slip"")","Extracting files from a malicious ZIP file, or similar type of archive, without validating that the destination file path is within the destination directory can allow an attacker to unexpectedly gain access to resources.","error","Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///code_row_36/src/main/java/UnzipTarFile.java:33:45:33:59""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///code_row_36/src/main/java/UnzipTarFile.java:35:45:35:71""]].
Unsanitized archive entry, which may contain '..', is used in a [[""file system operation""|""relative:///code_row_36/src/main/java/UnzipTarFile.java:36:90:36:113""]].","/code_row_36/src/main/java/UnzipTarFile.java","30","59","30","73"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///code_row_49/src/main/java/ImageServlet_1.java:15:28:15:55""]].","/code_row_49/src/main/java/ImageServlet_1.java","20","17","20","20"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///code_row_49/src/main/java/ImageServlet_1.java:15:28:15:55""]].","/code_row_49/src/main/java/ImageServlet_1.java","20","35","20","38"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///code_row_49/src/main/java/ImageServlet_1.java:15:28:15:55""]].","/code_row_49/src/main/java/ImageServlet_1.java","24","64","24","67"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///code_row_70/src/main/java/PdfFileUploadApp.java:23:45:23:84""]].
This path depends on a [[""user-provided value""|""relative:///code_row_70/src/main/java/PdfFileUploadApp.java:34:66:34:91""]].","/code_row_70/src/main/java/PdfFileUploadApp.java","37","47","37","54"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///code_row_74/src/main/java/ImageServlet.java:18:44:18:64""]].","/code_row_74/src/main/java/ImageServlet.java","22","13","22","16"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///code_row_74/src/main/java/ImageServlet.java:18:44:18:64""]].","/code_row_74/src/main/java/ImageServlet.java","22","31","22","34"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///code_row_74/src/main/java/ImageServlet.java:18:44:18:64""]].","/code_row_74/src/main/java/ImageServlet.java","24","24","24","36"
"Building a command line with string concatenation","Using concatenated strings in a command line is vulnerable to malicious insertion of special characters in the strings.","error","Command line is built with string concatenation.","/code_row_41/src/main/java/PingDecorator_2.java","14","57","14","74"
"Building a command line with string concatenation","Using concatenated strings in a command line is vulnerable to malicious insertion of special characters in the strings.","error","Command line is built with string concatenation.","/code_row_55/src/main/java/GetUserInformation.java","14","57","14","63"
"Building a command line with string concatenation","Using concatenated strings in a command line is vulnerable to malicious insertion of special characters in the strings.","error","Command line is built with string concatenation.","/code_row_69/src/main/java/PingDecorator.java","18","49","18","61"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///code_row_102/src/main/java/WebApplication.java:15:29:15:56""]].","/code_row_102/src/main/java/WebApplication.java","17","20","17","36"
"Cross-site scripting","Writing user input directly to a web page allows for a cross-site scripting vulnerability.","error","Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///code_row_70/src/main/java/PdfFileUploadApp.java:23:45:23:84""]].
Cross-site scripting vulnerability due to a [[""user-provided value""|""relative:///code_row_70/src/main/java/PdfFileUploadApp.java:34:66:34:91""]].","/code_row_70/src/main/java/PdfFileUploadApp.java","39","20","39","79"
