"Information exposure through an error message","Information from an error message propagates to an external user. Error messages can unintentionally reveal implementation details that are useful to an attacker for developing a subsequent exploit.","error","[[""Error information""|""relative:///syntactic_permutations_66/code_row_2/src/main/java/PdfUploaderApplication.java:36:98:36:111""]] can be exposed to an external user.","/syntactic_permutations_66/code_row_2/src/main/java/PdfUploaderApplication.java","36","20","36","112"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_3/src/main/java/RedirectServlet_3.java:13:25:13:54""]].","/syntactic_permutations_29/code_row_3/src/main/java/RedirectServlet_3.java","16","35","16","40"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_30/code_row_1/src/main/java/RedirectServlet_1.java:15:25:15:54""]].","/syntactic_permutations_30/code_row_1/src/main/java/RedirectServlet_1.java","17","35","17","40"
"URL redirection from remote source","URL redirection based on unvalidated user-input may cause redirection to malicious web sites.","error","Untrusted URL redirection depends on a [[""user-provided value""|""relative:///syntactic_permutations_33/code_row_3/src/main/java/RedirectServlet_2.java:13:22:13:48""]].","/syntactic_permutations_33/code_row_3/src/main/java/RedirectServlet_2.java","16","35","16","37"
"Deserialization of user-controlled data","Deserializing user-controlled data may allow attackers to execute arbitrary code.","error","Unsafe deserialization depends on a [[""user-provided value""|""relative:///syntactic_permutations_88/code_row_1/src/main/java/CalculatePriceServlet.java:20:26:20:45""]].","/syntactic_permutations_88/code_row_1/src/main/java/CalculatePriceServlet.java","27","32","27","70"
"Polynomial regular expression used on uncontrolled data","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","warning","This [[""regular expression""|""relative:///syntactic_permutations_29/code_row_1/src/main/java/SimpleRedirectApplication.java:18:70:18:71""]] that depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_1/src/main/java/SimpleRedirectApplication.java:21:42:21:78""]] may run slow on strings starting with 'example.com' and with many repetitions of 'example.com'.","/syntactic_permutations_29/code_row_1/src/main/java/SimpleRedirectApplication.java","22","13","22","18"
"Polynomial regular expression used on uncontrolled data","A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks.","warning","This [[""regular expression""|""relative:///syntactic_permutations_29/code_row_3/src/main/java/RedirectServlet_3.java:15:62:15:63""]] that depends on a [[""user-provided value""|""relative:///syntactic_permutations_29/code_row_3/src/main/java/RedirectServlet_3.java:13:25:13:54""]] may run slow on strings starting with 'example.com' and with many repetitions of 'example.com'.","/syntactic_permutations_29/code_row_3/src/main/java/RedirectServlet_3.java","15","31","15","36"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///syntactic_permutations_46/code_row_2/src/main/java/ImageServlet_3.java:18:23:18:50""]].","/syntactic_permutations_46/code_row_2/src/main/java/ImageServlet_3.java","27","14","27","17"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///syntactic_permutations_46/code_row_2/src/main/java/ImageServlet_3.java:18:23:18:50""]].","/syntactic_permutations_46/code_row_2/src/main/java/ImageServlet_3.java","27","32","27","35"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///syntactic_permutations_46/code_row_2/src/main/java/ImageServlet_3.java:18:23:18:50""]].","/syntactic_permutations_46/code_row_2/src/main/java/ImageServlet_3.java","33","64","33","67"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///syntactic_permutations_46/code_row_3/src/main/java/ImageServlet_2.java:16:23:16:50""]].","/syntactic_permutations_46/code_row_3/src/main/java/ImageServlet_2.java","25","14","25","17"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///syntactic_permutations_46/code_row_3/src/main/java/ImageServlet_2.java:16:23:16:50""]].","/syntactic_permutations_46/code_row_3/src/main/java/ImageServlet_2.java","25","32","25","35"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///syntactic_permutations_46/code_row_3/src/main/java/ImageServlet_2.java:16:23:16:50""]].","/syntactic_permutations_46/code_row_3/src/main/java/ImageServlet_2.java","37","61","37","64"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///syntactic_permutations_46/code_row_4/src/main/java/ImageServlet_1.java:16:23:16:50""]].","/syntactic_permutations_46/code_row_4/src/main/java/ImageServlet_1.java","19","17","19","20"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///syntactic_permutations_46/code_row_4/src/main/java/ImageServlet_1.java:16:23:16:50""]].","/syntactic_permutations_46/code_row_4/src/main/java/ImageServlet_1.java","19","35","19","38"
"Uncontrolled data used in path expression","Accessing paths influenced by users can allow an attacker to access unexpected resources.","error","This path depends on a [[""user-provided value""|""relative:///syntactic_permutations_46/code_row_4/src/main/java/ImageServlet_1.java:16:23:16:50""]].","/syntactic_permutations_46/code_row_4/src/main/java/ImageServlet_1.java","21","64","21","67"
